FY,FY_StartYear,Stage,Component,Sector,Ministry,Scheme,Allocation_Cr
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Construction Works-Navy,1413.06
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Aircrafts and Aeroengines,7330.71
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Heavy and Medium Vehicles,9.88
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Other equipment-Navy,6691.5
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Naval Fleet,24927.92
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Naval Dockyard/projects,4046.56
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Joint Staff,572.38
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Land-Air Force,1.93
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Construction Works-Air Force,2181.41
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Aircrafts and Aeroengines-Air Force,29930.29
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Heavy and Medium Vehicles-Air Force,98.32
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Other equipment-Air Force,18946.56
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Special Projects,668.05
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Defence Ordnance Factories,196.59
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Emergency Authorisation for newly created DPSUs,2500.0
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Research  and Development,10263.45
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Inspection - Director General Quality Audit (DGQA),7.17
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Projects of the Army,0.0
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Projects of the Air Force,1390.63
2021-2022,2021,Actuals,Capital,Demand No. 21,Capital Outlay on Defence Services,Investment in Public Enterprises,1643.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Schemes of North East Council,8.55
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Schemes of North East Council - Special Development Projects,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Central Pool of Resources for North East and Sikkim,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,North East Special Infrastructure Development Scheme (NESIDS),137.81
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,North East States Road PMU (ADB Assisted),0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,North East Road Sector Development Scheme,475.53
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Bodoland Territorial Council,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Karbi Anglong Autonomous Territorial Council,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Dima Hasao Territorial Council,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,North East Enterprise Development Scheme (NEEDS) erstwhile Loan to North East Development Finance Corporation,40.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Social and Infrastructure Development Fund,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Special Development Packages,0.0
2021-2022,2021,Actuals,Capital,Demand No. 23,Ministry of Development of North Eastern Region,Prime Minister's Development Initiative for North East Region (PM-DevINE),0.0
2021-2022,2021,Actuals,Capital,Demand No. 24,Ministry of Earth Sciences,"Ocean services, Modelling, Application, Resources and Technology (O-SMART)",7.15
2021-2022,2021,Actuals,Capital,Demand No. 24,Ministry of Earth Sciences,Atmosphere and Climate Research - Modelling Observing Systems and Services (ACROSS),73.67
2021-2022,2021,Actuals,Capital,Demand No. 24,Ministry of Earth Sciences,Polar Science and Cryosphere (PACER),0.0
2021-2022,2021,Actuals,Capital,Demand No. 24,Ministry of Earth Sciences,Seismological and Geoscience (SAGE),18.72
2021-2022,2021,Actuals,Capital,Demand No. 24,Ministry of Earth Sciences,"Research, Education and Training Outreach (REACHOUT)",0.0
2021-2022,2021,Actuals,Capital,Demand No. 24,Ministry of Earth Sciences,Deep Ocean Mission (DOM),0.0
2021-2022,2021,Actuals,Capital,Demand No. 25,Department of School Education and Literacy,National Award to Teachers,0.0
2021-2022,2021,Actuals,Capital,Demand No. 25,Department of School Education and Literacy,Pradhan Mantri Innovative Learning Programme (DHRUV),0.0
2021-2022,2021,Actuals,Capital,Demand No. 25,Department of School Education and Literacy,National Means cum Merit Scholarship Scheme,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Research Professors,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,"Establishment of multi disciplinary research universities including Central University of Himalayan Studies (CUHS), creation of Centres of Excellence and National Centre for Excellence in humanities",0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Higher Education Financing Agency (HEFA),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,World Class Institutions,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Prime Minister's Girls' Hostel,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Indian Knowledge Systems,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Glue Grant for Higher Education Institutes,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Interest Subsidy and contribution for Guarantee Funds,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Scholarship for College and University students,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Special Scholarship Scheme for Jammu and Kashmir,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,PM Uchchatar Shiksha Protsahan (PM-USP) Yojna,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,PM Research Fellowship,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Mission in Education Through ICT,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Setting up of virtual classrooms and massive open online courses (MOOCs),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,e-shodh Sindhu,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Higher Education Statistics and Public Information  System (HESPIS),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Digital Library,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Academic Depository,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,PM e-Vidya,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Academic Bank of Credits (ABC),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Inititative for Design Innovation,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Startup India Initiative in Higher Educational Institutions,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Unnat Bharat Abhiyan,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Implementation of the IMPRINT Research Initiative (Impacting Research Innovation and Technology),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Impactful Policy Research in Social Science (IMPRESS),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Scheme for Promotion of Academic and Research Collaboration (SPARC),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Scheme for Transformational and Advanced Research in Sciences (STARS),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Multidisciplinary Education and Research Improvement in Technical Education-EAP (MERITE),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Pandit Madan Mohan Malviya National Mission on Teachers and Teaching,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Institutional Ranking Framework,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Global Initiative for Academic Network (GIAN),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Technical Education Quality Improvement Programme of Government of India (EAP),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Programme for Apprenticeship Training,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,National Apprenticeship Training Scheme (NATS),0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Study in India,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Planning Administration and Global Engagement,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,ASEAN Fellowship,0.0
2021-2022,2021,Actuals,Capital,Demand No. 26,Department of Higher Education,Education Services-Internationalization of Higher Education,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Electronic Governance,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Manpower Development,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,National Knowledge Network,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,"Promotion of Electronics and IT HW Manufacturing  (MSIPS, EDF and Manufacturing Clusters)",0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,PLI for Large Scale Electronics and IT Hardware,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Promotion of IT/ITeS Industries,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Cyber Security Projects,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,R and D in IT/Electronics/CCBT,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA),0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Promotion of Digital payment,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Champion Service Sector Scheme,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Capacity Building and Skill Development Scheme,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Modified Programme for Development of Semiconductors and Display Manufacturing Ecosystem in India,0.0
2021-2022,2021,Actuals,Capital,Demand No. 27,Ministry of Electronics and Information Technology,Production Linked Incentive Scheme (PLI),0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Forestry Training and Capacity Building,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Eco-Task Force,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Environmental Knowledge and Capacity Building,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",National Coastal Mission (NCM),0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Hazardous Substances Management (HSM),0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Climate Change Action Plan,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",National Adaptation Fund,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",National Mission on Himalayan Studies,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change","Environmental Education, Awareness and Training",0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Environment Information Systems (ENVIS),0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",R and D for Conservation and Development,0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change","Environment Education, Awareness, Research and Skill Development",0.0
2021-2022,2021,Actuals,Capital,Demand No. 28,"Ministry of Environment, Forests and Climate Change",Control of Pollution,0.0
2021-2022,2021,Actuals,Capital,Demand No. 29,Ministry of External Affairs,Bhutan,443.42
